id_venta,fecha,id_cliente,id_producto,sucursal,cantidad,precio_unitario,metodo_pago,nombre_producto,categoria,precio_lista,costo,nombre,ciudad,edad,segmento,fecha_registro,importe,mes
V0414,2024-05-06,C0317,P272,AREQUIPA,7.0,2453.0,EFECTIVO,AndinaTech AUDIO Neo 272,AUDIO,822.0,584.71,Cliente 3191,CHICLAYO,72.0,REGULAR,2023-12-18,17171.0,2024-05
V0415,2024-04-04,C0312,P282,AREQUIPA,8.0,2770.0,TARJETA,AndinaTech AUDIO Neo 282,AUDIO,739.0,464.7,Cliente 6923,AREQUIPA,69.0,NUEVO,2024-06-10,22160.0,2024-04
V0416,2024-06-01,C0108,P168,AREQUIPA,1.0,2487.0,TRANSFERENCIA,PeruPC MONITOR Basic 168,MONITOR,1091.0,778.92,Alejandra Gutiérrez,AREQUIPA,56.0,REGULAR,2023-10-30,2487.0,2024-06
V0417,2024-01-25,C0283,P131,AREQUIPA,1.0,1314.0,TRANSFERENCIA,MaxDigital CELULAR Pro 131,CELULAR,528.0,317.86,Cliente 5605,CHICLAYO,87.0,REGULAR,2023-06-12,1314.0,2024-01
V0419,2024-02-26,C0146,P283,CUSCO,6.0,2859.0,EFECTIVO,PeruPC ACCESORIO Max 283,ACCESORIO,152.0,91.35,Camila Rodríguez,CHICLAYO,71.0,VIP,2024-06-02,17154.0,2024-02
V0420,2024-01-18,C0245,P245,CUSCO,2.0,640.0,TARJETA,PeruPC AUDIO Air 245,AUDIO,379.0,244.83,Diego Quispe,SIN REGISTRO,24.0,REGULAR,2024-03-19,1280.0,2024-01
V0422,2024-02-21,C0102,P232,CUSCO,5.0,870.0,TRANSFERENCIA,TechNova MONITOR Ultra 232,MONITOR,753.0,487.06,Ximena Torres,LIMA,38.0,REGULAR,2023-09-14,4350.0,2024-02
V0423,2024-04-17,C0303,P220,LIMA,8.0,1771.0,TARJETA,MaxDigital ACCESORIO Pro 220,ACCESORIO,241.0,154.64,Cliente 3794,CUSCO,36.0,REGULAR,2024-06-07,14168.0,2024-04
V0424,2024-05-30,C0306,P109,LIMA,3.0,649.0,TRANSFERENCIA,PeruPC TABLET Basic 109,TABLET,860.0,517.68,Cliente 8140,TRUJILLO,71.0,REGULAR,2023-04-22,1947.0,2024-05
V0425,2024-01-09,C0262,P298,CUSCO,4.0,2422.0,EFECTIVO,TechNova MONITOR Basic 298,MONITOR,977.0,614.27,Óscar Castillo,SIN REGISTRO,18.0,REGULAR,2023-04-24,9688.0,2024-01
V0427,2024-01-18,C0092,P133,AREQUIPA,10.0,2905.0,TARJETA,TechNova TABLET Basic 133,TABLET,676.0,415.39,Luis Vargas,PIURA,34.0,REGULAR,2024-08-29,29050.0,2024-01
V0428,2024-01-19,C0155,P012,TRUJILLO,10.0,2769.0,TRANSFERENCIA,TechNova AUDIO Neo 012,SIN CATEGORIA,658.0,403.38,Daniela Vargas,LIMA,27.0,REGULAR,2024-05-16,27690.0,2024-01
V0429,2024-06-12,C0129,P030,TRUJILLO,6.0,1516.0,TARJETA,PeruPC TABLET Neo 030,TABLET,1144.0,709.24,Estefanía Espinoza,CUSCO,68.0,REGULAR,2024-10-07,9096.0,2024-06
V0430,2024-06-21,C0230,P022,CUSCO,6.0,1180.0,EFECTIVO,PeruPC TABLET Basic 022,TABLET,469.0,315.48,Renzo Ramos,CHICLAYO,25.0,REGULAR,2023-08-10,7080.0,2024-06
V0431,2024-02-25,C0014,P248,CUSCO,9.0,1507.0,EFECTIVO,TechNova TABLET Lite 248,TABLET,600.0,354.54,Miguel Castillo,TRUJILLO,81.0,REGULAR,2024-04-29,13563.0,2024-02
V0432,2024-01-01,C0151,P293,TRUJILLO,1.0,1199.0,TARJETA,MaxDigital ACCESORIO Basic 293,ACCESORIO,41.0,24.94,Sergio Núñez,CUSCO,27.0,VIP,2024-08-17,1199.0,2024-01
V0433,2024-01-25,C0044,P068,LIMA,10.0,2448.0,EFECTIVO,TechNova LAPTOP Max 068,LAPTOP,2980.0,1813.42,Raúl Salazar,CUSCO,40.0,REGULAR,2023-09-08,24480.0,2024-01
V0434,2024-01-01,C0217,P300,AREQUIPA,6.0,2615.0,TARJETA,AndinaTech MONITOR Pro 300,MONITOR,862.0,344.57,Ximena Flores,AREQUIPA,40.0,NUEVO,2024-09-16,15690.0,2024-01
V0435,2024-05-14,C0025,P143,CUSCO,6.0,912.0,TRANSFERENCIA,PeruPC LAPTOP Plus 143,LAPTOP,3714.0,2131.58,Giancarlo Vargas,AREQUIPA,47.0,REGULAR,2024-01-27,5472.0,2024-05
V0438,2024-04-11,C0015,P055,AREQUIPA,9.0,1227.0,TARJETA,TechNova AUDIO Air 055,AUDIO,272.0,169.46,Renzo Gutiérrez,LIMA,85.0,REGULAR,2024-09-22,11043.0,2024-04
V0439,2024-03-19,C0282,P213,CUSCO,3.0,1851.0,EFECTIVO,AndinaTech ACCESORIO Max 213,ACCESORIO,138.0,84.75,Cliente 7071,LIMA,86.0,REGULAR,2023-06-19,5553.0,2024-03
V0440,2024-03-31,C0216,P155,TRUJILLO,8.0,2061.0,EFECTIVO,MaxDigital AUDIO Max 155,AUDIO,302.0,178.53,Carlos Ramos,LIMA,46.0,VIP,2024-07-01,16488.0,2024-03
V0441,2024-06-23,C0121,P167,CUSCO,4.0,2152.0,TARJETA,TechNova CELULAR Plus 167,CELULAR,2160.0,1432.32,Daniela Medina,PIURA,25.0,REGULAR,2024-07-11,8608.0,2024-06
V0443,2024-05-28,C0282,P279,AREQUIPA,4.0,2560.0,TARJETA,TechNova AUDIO Basic 279,AUDIO,206.0,114.22,Cliente 7071,LIMA,86.0,REGULAR,2023-06-19,10240.0,2024-05
V0444,2024-01-16,C0209,P112,AREQUIPA,7.0,2539.0,TARJETA,MaxDigital MONITOR Lite 112,MONITOR,635.0,371.4,Hugo Quispe,TRUJILLO,55.0,REGULAR,2024-05-05,17773.0,2024-01
V0445,2024-03-03,C0125,P210,CUSCO,2.0,1987.0,EFECTIVO,MaxDigital AUDIO Ultra 210,AUDIO,378.0,220.8,Alberto Castro,AREQUIPA,70.0,REGULAR,2023-05-25,3974.0,2024-03
V0446,2024-02-06,C0149,P285,AREQUIPA,6.0,471.0,TARJETA,PeruPC LAPTOP Air 285,LAPTOP,1867.0,1148.24,Camila Quispe,CHICLAYO,25.0,NUEVO,2023-11-10,2826.0,2024-02
V0447,2024-03-22,C0156,P135,LIMA,5.0,2166.0,TARJETA,TechNova AUDIO Neo 135,AUDIO,561.0,391.95,Giancarlo Vásquez,SIN REGISTRO,82.0,REGULAR,2024-10-04,10830.0,2024-03
V0448,2024-01-10,C0078,P153,LIMA,4.0,884.0,TARJETA,PeruPC LAPTOP Pro 153,LAPTOP,3514.0,2248.33,Alejandra Ramos,TRUJILLO,40.0,REGULAR,2024-05-19,3536.0,2024-01
V0450,2024-02-27,C0045,P156,TRUJILLO,1.0,2027.0,EFECTIVO,AndinaTech MONITOR Ultra 156,MONITOR,1027.0,674.37,Luis García,CUSCO,78.0,VIP,2023-09-24,2027.0,2024-02
V0451,2024-02-14,C0258,P227,CUSCO,9.0,2807.0,EFECTIVO,PeruPC AUDIO Lite 227,AUDIO,890.0,551.07,Fernando Díaz,LIMA,76.0,VIP,2024-01-16,25263.0,2024-02
V0452,2024-02-06,C0124,P259,TRUJILLO,4.0,1102.0,TARJETA,AndinaTech CELULAR Basic 259,CELULAR,764.0,453.37,Jorge Rojas,CUSCO,84.0,VIP,2023-10-03,4408.0,2024-02
V0453,2024-06-26,C0222,P225,LIMA,1.0,2634.0,TARJETA,MaxDigital LAPTOP Lite 225,LAPTOP,3895.0,2590.84,Fernando Gutiérrez,TRUJILLO,43.0,REGULAR,2024-08-29,2634.0,2024-06
V0454,2024-03-01,C0296,P012,TRUJILLO,5.0,2083.0,EFECTIVO,TechNova AUDIO Neo 012,SIN CATEGORIA,658.0,403.38,Cliente 4237,TRUJILLO,77.0,REGULAR,2023-09-10,10415.0,2024-03
V0455,2024-06-03,C0140,P120,CUSCO,1.0,1580.0,EFECTIVO,PeruPC TABLET Max 120,TABLET,490.0,341.63,Diego Vargas,CUSCO,58.0,REGULAR,2023-07-27,1580.0,2024-06
V0456,2024-04-25,C0129,P283,TRUJILLO,5.0,2211.0,EFECTIVO,PeruPC ACCESORIO Max 283,ACCESORIO,152.0,91.35,Estefanía Espinoza,CUSCO,68.0,REGULAR,2024-10-07,11055.0,2024-04
V0457,2024-01-17,C0111,P091,AREQUIPA,10.0,2296.0,TRANSFERENCIA,AndinaTech TABLET Plus 091,TABLET,394.0,270.97,Juan Vargas,PIURA,59.0,REGULAR,2023-12-22,22960.0,2024-01
V0458,2024-05-08,C0059,P188,LIMA,8.0,1753.0,TRANSFERENCIA,MaxDigital LAPTOP Pro 188,LAPTOP,2425.0,1679.24,Karla Vargas,CUSCO,77.0,VIP,2024-10-01,14024.0,2024-05
V0459,2024-04-30,C0233,P176,CUSCO,9.0,617.0,TARJETA,AndinaTech LAPTOP Plus 176,LAPTOP,2815.0,1731.27,Ana Vargas,TRUJILLO,59.0,REGULAR,2024-05-17,5553.0,2024-04
V0460,2024-03-11,C0141,P238,TRUJILLO,9.0,2463.0,TARJETA,PeruPC CELULAR Neo 238,CELULAR,1842.0,1059.34,Patricia Chávez,LIMA,52.0,VIP,2023-09-07,22167.0,2024-03
V0461,2024-04-01,C0284,P067,AREQUIPA,4.0,2360.0,TARJETA,AndinaTech TABLET Neo 067,TABLET,862.0,332.5,Cliente 4561,LIMA,80.0,VIP,2024-06-25,9440.0,2024-04
V0462,2024-04-12,C0316,P077,CUSCO,4.0,2858.0,TRANSFERENCIA,TechNova CELULAR Max 077,CELULAR,2600.0,1743.14,Cliente 6122,SIN REGISTRO,55.0,REGULAR,2024-06-06,11432.0,2024-04
V0463,2024-06-06,C0298,P005,AREQUIPA,7.0,1685.0,TARJETA,AndinaTech AUDIO Ultra 005,AUDIO,497.0,324.89,Cliente 9717,CUSCO,35.0,NUEVO,2024-12-13,11795.0,2024-06
V0464,2024-06-05,C0037,P031,CUSCO,7.0,2710.0,TARJETA,PeruPC CELULAR Basic 031,CELULAR,1742.0,972.61,Carmen Vásquez,LIMA,87.0,REGULAR,2024-11-16,18970.0,2024-06
V0465,2024-05-18,C0308,P286,AREQUIPA,5.0,2471.0,EFECTIVO,PeruPC MONITOR Lite 286,MONITOR,772.0,486.5,Cliente 4891,TRUJILLO,25.0,REGULAR,2023-09-15,12355.0,2024-05
V0466,2024-04-08,C0319,P010,AREQUIPA,5.0,2963.0,TARJETA,TechNova LAPTOP Pro 010,LAPTOP,2954.0,1918.52,Cliente 6282,PIURA,57.0,VIP,2023-10-22,14815.0,2024-04
V0467,2024-03-20,C0233,P281,AREQUIPA,10.0,1576.0,EFECTIVO,AndinaTech ACCESORIO Air 281,ACCESORIO,201.0,140.93,Ana Vargas,TRUJILLO,59.0,REGULAR,2024-05-17,15760.0,2024-03
V0468,2024-01-01,C0175,P249,LIMA,3.0,1052.0,TARJETA,TechNova ACCESORIO Pro 249,ACCESORIO,218.0,124.55,Mónica Paredes,CUSCO,57.0,NUEVO,2023-10-11,3156.0,2024-01
V0469,2024-06-18,C0279,P027,CUSCO,4.0,1324.0,EFECTIVO,PeruPC CELULAR Neo 027,CELULAR,2485.0,1537.99,Cliente 1396,CHICLAYO,37.0,REGULAR,2023-05-06,5296.0,2024-06
V0470,2024-01-16,C0183,P033,AREQUIPA,9.0,2213.0,TRANSFERENCIA,PeruPC CELULAR Plus 033,CELULAR,899.0,558.61,Miguel Rojas,TRUJILLO,77.0,REGULAR,2024-07-07,19917.0,2024-01
V0471,2024-03-03,C0200,P275,LIMA,5.0,860.0,TRANSFERENCIA,PeruPC CELULAR Neo 275,CELULAR,1383.0,903.93,Juan Chávez,LIMA,28.0,VIP,2024-01-02,4300.0,2024-03
V0472,2024-05-30,C0095,P103,LIMA,1.0,2097.0,TARJETA,TechNova CELULAR Lite 103,CELULAR,1355.0,873.87,Valeria Medina,CUSCO,19.0,VIP,2024-05-11,2097.0,2024-05
V0473,2024-04-27,C0147,P040,CUSCO,2.0,1379.0,EFECTIVO,PeruPC AUDIO Basic 040,AUDIO,718.0,395.11,Juan Rodríguez,CHICLAYO,65.0,NUEVO,2023-11-12,2758.0,2024-04
V0474,2024-03-18,C0287,P158,TRUJILLO,5.0,2177.0,EFECTIVO,MaxDigital CELULAR Air 158,CELULAR,2082.0,1414.64,Cliente 3571,PIURA,83.0,VIP,2024-03-23,10885.0,2024-03
V0475,2024-02-22,C0225,P177,AREQUIPA,5.0,1150.0,EFECTIVO,TechNova TABLET Air 177,TABLET,1042.0,586.28,Mónica Quispe,CUSCO,75.0,REGULAR,2023-11-05,5750.0,2024-02
V0476,2024-04-29,C0260,P061,CUSCO,6.0,56.0,EFECTIVO,PeruPC CELULAR Ultra 061,CELULAR,2874.0,1772.7,Gabriela Quispe,PIURA,51.0,NUEVO,2023-06-07,336.0,2024-04
V0477,2024-06-22,C0214,P118,LIMA,9.0,720.0,EFECTIVO,TechNova MONITOR Lite 118,MONITOR,733.0,522.41,Estefanía García,TRUJILLO,79.0,NUEVO,2024-05-13,6480.0,2024-06
V0478,2024-06-30,C0033,P020,AREQUIPA,1.0,2498.0,EFECTIVO,TechNova MONITOR Neo 020,MONITOR,1123.0,791.03,Renzo Castillo,PIURA,53.0,REGULAR,2023-08-03,2498.0,2024-06
V0479,2024-06-03,C0018,P106,CUSCO,8.0,1076.0,EFECTIVO,AndinaTech LAPTOP Pro 106,LAPTOP,2547.0,1648.94,César Paredes,TRUJILLO,86.0,NUEVO,2024-03-19,8608.0,2024-06
V0480,2024-06-28,C0299,P149,LIMA,2.0,1674.0,TRANSFERENCIA,AndinaTech CELULAR Plus 149,CELULAR,3286.0,1848.95,Cliente 6301,CHICLAYO,63.0,REGULAR,2023-02-20,3348.0,2024-06
V0481,2024-04-05,C0063,P201,CUSCO,6.0,681.0,EFECTIVO,MaxDigital AUDIO Pro 201,AUDIO,324.0,188.78,Valeria Castillo,PIURA,36.0,REGULAR,2024-01-25,4086.0,2024-04
V0482,2024-05-08,C0149,P025,CUSCO,5.0,339.0,EFECTIVO,PeruPC AUDIO Neo 025,AUDIO,867.0,592.48,Camila Quispe,CHICLAYO,25.0,NUEVO,2023-11-10,1695.0,2024-05
V0483,2024-05-28,C0291,P035,LIMA,6.0,635.0,EFECTIVO,PeruPC TABLET Neo 035,TABLET,997.0,693.14,Cliente 6579,CUSCO,88.0,NUEVO,2024-11-04,3810.0,2024-05
V0484,2024-01-04,C0047,P240,TRUJILLO,8.0,1657.0,EFECTIVO,TechNova LAPTOP Air 240,LAPTOP,3967.0,2432.01,Patricia Ramos,TRUJILLO,47.0,REGULAR,2023-05-28,13256.0,2024-01
V0485,2024-06-17,C0077,P240,LIMA,1.0,255.0,TARJETA,TechNova LAPTOP Air 240,LAPTOP,3967.0,2432.01,Renzo Aguilar,CUSCO,28.0,VIP,2023-11-30,255.0,2024-06
V0486,2024-04-17,C0090,P262,CUSCO,2.0,261.0,EFECTIVO,PeruPC AUDIO Air 262,AUDIO,719.0,491.06,Karla Rodríguez,PIURA,84.0,VIP,2024-09-30,522.0,2024-04
V0488,2024-05-02,C0240,P247,AREQUIPA,5.0,2860.0,EFECTIVO,PeruPC ACCESORIO Plus 247,ACCESORIO,126.0,77.73,María Quispe,CUSCO,69.0,REGULAR,2023-04-24,14300.0,2024-05
V0490,2024-05-12,C0262,P262,CUSCO,10.0,2370.0,TARJETA,PeruPC AUDIO Air 262,AUDIO,719.0,491.06,Óscar Castillo,SIN REGISTRO,18.0,REGULAR,2023-04-24,23700.0,2024-05
V0491,2024-06-14,C0071,P164,CUSCO,8.0,775.0,TRANSFERENCIA,PeruPC TABLET Neo 164,TABLET,797.0,518.38,María Chávez,TRUJILLO,71.0,REGULAR,2024-08-02,6200.0,2024-06
V0492,2024-06-16,C0171,P209,TRUJILLO,2.0,1432.0,EFECTIVO,TechNova ACCESORIO Plus 209,ACCESORIO,228.0,139.57,Ana Flores,CHICLAYO,55.0,VIP,2023-04-12,2864.0,2024-06
V0493,2024-02-23,C0052,P151,AREQUIPA,1.0,1882.0,TARJETA,AndinaTech CELULAR Lite 151,CELULAR,3036.0,2045.18,Daniela Espinoza,AREQUIPA,62.0,REGULAR,2023-01-26,1882.0,2024-02
V0494,2024-02-19,C0034,P197,TRUJILLO,9.0,2965.0,TRANSFERENCIA,TechNova TABLET Plus 197,TABLET,1139.0,746.97,Giancarlo Ramos,AREQUIPA,63.0,NUEVO,2024-12-18,26685.0,2024-02
V0495,2024-01-11,C0014,P100,AREQUIPA,5.0,1015.0,TARJETA,PeruPC CELULAR Lite 100,CELULAR,926.0,546.03,Miguel Castillo,TRUJILLO,81.0,REGULAR,2024-04-29,5075.0,2024-01
V0496,2024-02-25,C0050,P167,AREQUIPA,2.0,2007.0,EFECTIVO,TechNova CELULAR Plus 167,CELULAR,2160.0,1432.32,Fiorella Díaz,CHICLAYO,42.0,REGULAR,2024-01-12,4014.0,2024-02
V0497,2024-06-14,C0295,P201,LIMA,2.0,1336.0,TARJETA,MaxDigital AUDIO Pro 201,AUDIO,324.0,188.78,Cliente 4511,PIURA,86.0,REGULAR,2024-06-03,2672.0,2024-06
V0498,2024-01-24,C0232,P090,CUSCO,4.0,1968.0,TARJETA,AndinaTech MONITOR Ultra 090,MONITOR,859.0,555.91,María Rojas,TRUJILLO,52.0,REGULAR,2024-02-14,7872.0,2024-01
V0499,2024-02-12,C0161,P164,LIMA,10.0,984.0,TARJETA,PeruPC TABLET Neo 164,TABLET,797.0,518.38,Rosa Quispe,PIURA,80.0,REGULAR,2023-10-07,9840.0,2024-02
V0500,2024-03-27,C0046,P006,TRUJILLO,9.0,713.0,EFECTIVO,TechNova ACCESORIO Max 006,ACCESORIO,210.0,135.89,Rosa Castillo,AREQUIPA,74.0,REGULAR,2024-12-27,6417.0,2024-03
